loc,v(g),ev(g),iv(g),n,v,d,e,defects
31,3,1,3,79,379.78,9.71,3686.11,0
23,2,1,2,56,253.32,7.07,1791.33,0
24,2,1,2,56,263.22,8.07,2123.35,0
16,1,1,1,40,175.69,6,1054.16,0
23,2,1,2,58,265.93,6.9,1834.9,0
16,1,1,1,40,175.69,6,1054.16,0
16,1,1,1,40,175.69,6,1054.16,0
16,1,1,1,40,175.69,6,1054.16,0
23,1,1,1,62,294.8,6.5,1916.22,0
23,2,1,2,58,265.93,6.9,1834.9,0
16,1,1,1,40,175.69,6,1054.16,0
23,2,1,2,56,253.32,7.07,1791.33,0
16,1,1,1,40,175.69,6,1054.16,0
18,1,1,1,54,250.77,6.19,1551.63,0
18,1,1,1,54,250.77,6.19,1551.63,0
27,2,1,2,61,279.68,7.2,2013.72,0
18,1,1,1,42,184.48,6.38,1176.04,0
18,1,1,1,54,250.77,6.19,1551.63,0
127,25,7,22,396,2309.82,38.21,88254.54,0
25,5,5,4,51,227.43,10.8,2456.25,0
48,4,1,4,121,568.75,13.93,7924.63,0
6,2,1,1,14,50.19,4.2,210.8,0
60,2,1,2,156,909.93,5.47,4976.76,0
22,2,1,2,35,148.68,6.3,936.67,0
22,2,1,2,35,148.68,6.3,936.67,0
20,2,1,2,30,125.1,6,750.59,0
21,3,1,3,55,241.58,11.55,2790.22,0
31,6,5,6,95,456.7,14.63,6679.22,0
52,7,3,7,174,919.66,19.69,18105.81,0
6,1,1,1,11,36.54,3,109.62,0
5,1,1,1,9,28.53,3,85.59,0
7,1,1,1,14,50.19,3,150.57,0
18,1,1,1,41,174.17,5.25,914.37,0
13,2,1,2,32,130.8,6.22,813.86,0
51,13,8,13,138,713.45,20.13,14362.87,0
15,1,1,1,21,84,3,252,0
4,1,1,1,7,19.65,2.5,49.13,0
12,2,1,2,32,130.8,6.22,813.86,0
15,1,1,1,21,84,3,252,0
4,1,1,1,7,19.65,2.5,49.13,0
13,2,1,2,32,130.8,6.22,813.86,0
51,13,8,13,138,713.45,20.13,14362.87,0
15,1,1,1,21,84,3,252,0
4,1,1,1,7,19.65,2.5,49.13,0
112,12,7,12,280,1647.14,25.9,42656.7,0
33,4,1,4,114,602.54,12.04,7254.53,0
33,4,1,4,106,548.01,11.02,6040.05,0
38,4,3,4,124,630.85,13.62,8591.51,0
34,3,1,3,99,485.78,10.42,5062.36,0
9,1,1,1,23,87.57,4.5,394.06,0
34,5,4,5,105,499.26,16.71,8344.83,0
24,2,1,2,70,336.51,8.74,2939.56,0
29,3,1,3,64,300.83,9.17,2757.59,0
17,2,1,2,36,144,8.33,1200,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
12,1,1,1,33,132,5.06,667.33,0
20,1,1,1,76,369.21,5.9,2180.08,0
5,1,1,1,9,28.53,3,85.59,0
28,2,1,2,77,385,8.64,3327.5,0
18,1,1,1,31,131.69,3.23,425.45,0
10,1,1,1,17,58.81,2.92,171.53,0
8,1,1,1,20,71.7,4,286.8,0
5,1,1,1,9,28.53,3,85.59,0
32,3,1,3,115,620.12,9.4,5829.1,0
23,1,1,1,37,165,3.19,525.93,0
23,1,1,1,38,171.9,3.72,639.24,0
31,4,1,4,85,421.11,9.47,3989.43,0
40,4,1,4,122,630.73,13,8199.5,0
5,1,1,1,9,28.53,3,85.59,0
16,1,1,1,62,287.92,5.88,1693.64,0
28,5,1,4,93,498.25,14.87,7408.8,0
14,1,1,1,27,110.36,3.27,361.18,0
30,4,1,4,74,359.49,9.53,3425.73,0
24,3,1,3,50,232.19,7.07,1641.93,0
9,1,1,1,9,28.53,2,57.06,0
3,1,1,1,4,8,1,8,0
3,1,1,1,4,8,1,8,0
8,1,1,1,4,8,0.5,4,0
8,1,1,1,4,8,0.5,4,0
37,4,1,4,186,1027.38,7.78,7990.75,0
15,2,1,2,60,278.63,5.41,1507.89,0
5,1,1,1,9,28.53,3,85.59,0
8,1,1,1,20,71.7,4,286.8,0
25,1,1,1,100,516.99,6.67,3446.62,0
22,1,1,1,35,153.73,3.2,491.94,0
32,4,1,4,85,421.11,9.47,3989.43,0
1,1,1,1,4,8,1.5,12,0
18,2,1,2,43,197.15,9.45,1864,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
16,3,1,3,59,266.89,8.08,2155.65,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
19,4,1,4,52,224.74,16.71,3756.37,0
19,4,1,4,62,280.46,14.95,4192.89,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
9,1,1,1,20,76.15,4.67,355.35,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
12,1,1,1,34,141.78,5.2,737.24,0
12,1,1,1,27,110.36,3.27,361.18,0
12,1,1,1,34,141.78,5.2,737.24,0
12,1,1,1,27,110.36,3.27,361.18,0
5,1,1,1,9,28.53,3,85.59,0
20,1,1,1,33,142.62,3.21,458.43,0
10,1,1,1,17,58.81,2.92,171.53,0
28,4,1,1,59,270.51,11.42,3090.09,0
55,6,3,4,174,1066.5,25.33,27017.88,0
5,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
12,2,1,2,27,114.69,6.87,788.52,0
12,1,1,1,39,159.41,4.9,781.11,0
12,1,1,1,27,110.36,3.27,361.18,0
15,1,1,1,50,222.97,5.43,1210.42,0
12,2,1,2,25,95.18,6.67,634.56,0
6,1,1,1,13,44.97,3,134.92,0
14,2,1,2,35,156.08,6.25,975.5,0
23,5,1,5,76,372.92,14.5,5407.39,0
5,1,1,1,9,28.53,3,85.59,0
18,1,1,1,69,328.09,5.89,1933.99,0
16,1,1,1,29,120.93,3.25,393.02,0
10,1,1,1,17,58.81,2.92,171.53,0
8,1,1,1,16,55.35,4.38,242.16,0
5,1,1,1,9,28.53,3,85.59,0
16,1,1,1,62,287.92,5.88,1693.64,0
14,1,1,1,27,110.36,3.27,361.18,0
10,1,1,1,17,58.81,2.92,171.53,0
38,4,3,4,80,384.59,14.5,5576.53,0
18,1,1,1,64,300.83,5.56,1671.27,0
13,1,1,1,29,120.93,3.25,393.02,0
15,1,1,1,48,214.05,5.43,1162,0
16,1,1,1,29,120.93,3.25,393.02,0
14,1,1,1,23,92,4,368,0
14,3,1,3,29,103.96,6.3,654.97,0
10,1,1,1,30,117.21,4.81,564.06,0
13,1,1,1,35,143.06,5.78,826.58,0
11,1,1,1,27,102.8,5,513.99,0
7,2,1,2,10,30,4.5,135,0
4,1,1,1,4,8,1.5,12,0
3,1,1,1,1,0,0,0,0
4,1,1,1,9,27,2,54,0
4,1,1,1,9,27,2,54,0
4,1,1,1,7,19.65,2,39.3,0
4,1,1,1,9,27,2,54,0
7,1,1,1,25,95.18,4.13,392.63,0
4,1,1,1,9,27,2,54,0
8,1,1,1,27,102.8,4.13,424.04,0
8,1,1,1,28,106.61,4.5,479.73,0
8,1,1,1,28,106.61,4.5,479.73,0
45,6,1,6,89,427.85,20.67,8842.33,0
19,2,1,2,41,190.4,5.67,1078.92,0
7,2,1,2,13,44.97,3.5,157.4,0
7,2,1,2,12,39.86,3,119.59,0
7,2,1,2,13,44.97,3.5,157.4,0
7,2,1,2,12,39.86,3,119.59,0
73,12,1,9,130,741.06,19.71,14609.41,0
7,2,1,2,13,44.97,3.5,157.4,0
4,1,1,1,5,11.61,1.5,17.41,0
11,3,1,2,24,96,7.5,720,0
9,3,1,3,25,95.18,10,951.84,0
38,9,1,2,68,315.78,15.27,4822.86,0
6,1,1,1,13,41.21,2.4,98.9,0
6,1,1,1,13,39,1.8,70.2,0
31,4,1,4,90,450,16.32,7345.59,0
5,1,1,1,10,30,2.5,75,0
5,1,1,1,9,27,3,81,0
5,1,1,1,9,27,3,81,0
5,1,1,1,9,27,3,81,0
6,1,1,1,13,43.19,3,129.56,0
5,1,1,1,9,27,3,81,0
5,1,1,1,9,27,3,81,0
5,1,1,1,8,22.46,2,44.92,0
5,1,1,1,9,27,3,81,0
17,3,1,3,43,188.87,8.67,1636.87,0
29,4,1,3,69,316.36,18.2,5757.8,0
15,2,1,1,26,104,7.5,780,0
2,1,1,1,5,11.61,2,23.22,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,9,27,3,81,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
4,1,1,1,9,28.53,3.5,99.85,0
5,1,1,1,9,27,2.5,67.5,0
5,1,1,1,9,25.27,1.5,37.9,0
79,7,4,5,146,851.6,22.5,19161.04,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,7,19.65,2.5,49.13,0
4,1,1,1,6,15.51,2.5,38.77,0
4,1,1,1,7,19.65,2.5,49.13,0
4,1,1,1,7,19.65,2.5,49.13,0
1,1,1,1,4,8,1.5,12,0
4,1,1,1,7,19.65,2.5,49.13,0
4,1,1,1,7,19.65,2.5,49.13,0
4,1,1,1,7,19.65,2.5,49.13,0
4,1,1,1,7,19.65,2.5,49.13,0
6,1,1,1,13,39,4.17,162.5,0
6,1,1,1,13,39,4.17,162.5,0
6,1,1,1,13,39,4.17,162.5,0
6,1,1,1,13,39,4.17,162.5,0
7,2,1,2,16,55.35,6.67,369.01,0
12,2,1,2,18,66.61,3.5,233.13,0
23,5,1,2,50,212.4,21,4460.32,0
13,2,1,2,22,83.76,4.67,390.89,0
41,7,1,1,78,352.84,13.22,4665.3,0
10,2,1,2,18,66.61,3.5,233.13,0
10,2,1,2,18,66.61,3.5,233.13,0
10,2,1,2,17,60.94,3,182.83,0
10,2,1,2,17,60.94,3,182.83,0
6,1,1,1,6,15.51,2,31.02,0
4,1,1,1,6,15.51,2,31.02,0
14,2,1,2,31,121.11,7.5,908.35,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,5,11.61,1.5,17.41,0
7,2,1,2,10,30,4.5,135,0
1,1,1,1,5,11.61,1.5,17.41,0
8,2,1,2,14,48.43,4.38,211.89,0
4,1,1,1,4,8,1.5,12,0
40,4,1,4,61,279.68,8.21,2297.39,0
1,1,1,1,1,0,0,0,0
37,4,1,4,71,344.92,12.13,4184.99,0
3,1,1,1,1,0,0,0,0
143,17,1,6,345,2046.1,26.47,54152.01,0
6,1,1,1,7,18.09,1,18.09,0
5,1,1,1,3,4.75,0.5,2.38,0
3,1,1,1,1,0,0,0,0
107,18,11,12,213,1236.97,31.05,38405.82,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
53,3,1,2,89,460.12,9,4141.1,0
34,5,1,3,77,374.06,10.94,4092.71,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,5,11.61,2,23.22,0
1,1,1,1,4,8,1.5,12,0
39,3,1,3,104,494.51,14.4,7120.92,0
52,5,3,5,88,418.43,12.4,5188.53,0
20,4,1,1,44,176,11.57,2036.57,0
25,4,1,3,63,296.13,8.8,2605.92,0
28,4,1,3,63,296.13,8.8,2605.92,0
28,4,1,3,63,296.13,8.8,2605.92,0
5,1,1,1,4,8,1.5,12,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
1,1,1,1,1,0,0,0,0
32,4,3,3,105,554.97,11.5,6382.12,0
13,2,1,1,40,183.4,10.05,1842.32,0
73,7,1,7,167,917.14,13.81,12667.99,0
16,2,1,2,20,69.19,5.25,363.24,0
2,1,1,1,12,39.86,4.67,186.03,0
283,34,26,29,1106,7918.82,41.02,324803.51,0
18,3,1,2,26,101.58,7,711.05,0
4,1,1,1,1,0,0,0,0
4,1,1,1,6,15.51,0,0,0
21,2,1,2,41,185.47,7.33,1360.08,0
1,1,1,1,4,6.34,0,0,0
9,1,1,1,5,11.61,0.5,5.8,0
4,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,0
3,1,1,1,1,0,0,0,0
10,2,1,2,37,157.17,7.2,1131.65,0
9,2,1,1,36,160.54,12.25,1966.61,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,6,15.51,2.5,38.77,0
5,1,1,1,9,23.26,2,46.53,0
2,1,1,1,4,8,1.5,12,0
5,1,1,1,1,0,0,0,0
26,3,1,3,52,244.42,9.43,2304.56,0
35,3,1,3,75,364.35,9.88,3600.62,0
1,1,1,1,1,0,0,0,0
13,1,1,1,31,133.98,4.04,541.07,0
131,17,10,15,399,2507.88,33.78,84710.46,0
1,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,5,11.61,1.5,17.41,0
33,3,1,3,91,437.47,15.17,6634.95,0
44,6,3,6,114,598.26,19.35,11576.4,0
12,2,1,2,28,112,8.36,936,0
14,2,1,2,32,128,14.3,1830.4,0
36,3,1,3,75,364.35,9.88,3600.62,0
16,2,1,2,20,69.19,5.25,363.24,0
91,8,1,8,186,1070.41,18.15,19426.48,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,1,0,0,0,0
9,2,1,2,12,36,6,216,0
9,3,1,1,23,92,7.5,690,0
12,3,3,3,25,95.18,6,571.1,0
83,7,1,6,224,1312.19,16.55,21710.74,0
79,7,1,4,217,1271.18,16.07,20425.58,0
120,19,6,11,318,1998.76,22.41,44799.75,0
131,20,7,12,340,2155.55,22.95,49471.62,0
17,3,1,2,49,204.33,7.2,1471.15,0
9,1,1,1,31,126.71,2.31,292.41,0
9,1,1,1,25,83.05,2.57,213.55,0
3,1,1,1,1,0,0,0,0
1,1,1,1,0,0,0,0,0
7,2,1,2,15,53.77,5,268.87,0
14,3,1,2,42,197.42,9.92,1957.73,0
13,3,1,2,38,176.47,9.55,1684.45,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
1,1,1,1,4,8,1.5,12,0
8,1,1,1,24,91.38,3.33,304.59,0
2,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
1,1,1,1,4,8,1.5,12,0
2,1,1,1,6,15.51,2.5,38.77,0
9,2,1,2,15,53.77,4.2,225.85,0
16,3,1,3,28,114.45,7.31,836.91,0
9,2,1,2,16,59.21,4.8,284.19,0
54,4,1,2,92,475.63,12.5,5945.41,0
6,2,1,2,19,76,5,380,0
4,1,1,1,4,8,1.5,12,0
10,1,1,1,35,133.26,6,799.54,0
14,3,1,1,29,116,8.33,966.67,0
20,4,1,4,46,210.91,7.14,1506.49,0
11,1,1,1,35,133.26,4.44,592.26,0
12,3,1,3,38,158.46,11,1743.03,0
4,1,1,1,5,11.61,1.5,17.41,0
18,3,1,1,30,117.21,7.5,879.05,0
20,4,1,1,38,158.46,8.13,1287.46,0
12,3,1,3,38,158.46,11,1743.03,0
16,4,1,1,37,157.17,8.94,1404.74,0
6,2,1,2,19,76,5,380,0
6,2,1,2,19,76,5,380,0
2,1,1,1,5,11.61,1.5,17.41,0
2,1,1,1,5,11.61,1.5,17.41,0
10,1,1,1,25,83.05,2.57,213.55,0
4,1,1,1,5,11.61,2,23.22,0
4,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
1,1,1,1,9,25.27,1.5,37.9,0
1,1,1,1,4,8,1.5,12,0
10,2,1,1,16,57.36,6,344.16,0
9,2,1,2,11,33,3.33,110,0
2,1,1,1,1,0,0,0,0
2,1,1,1,1,0,0,0,0
2,1,1,1,1,0,0,0,0
2,1,1,1,1,0,0,0,0
15,1,1,1,0,0,0,0,0
20,2,1,2,0,0,0,0,0
8,1,1,1,7,16.25,0.5,8.13,0
2,1,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
2,1,1,1,0,0,0,0,0
88,15,1,14,255,1446.47,23.54,34054,0
26,4,3,3,63,299.56,9.75,2920.69,0
27,7,7,2,97,485,9.6,4656,0
15,1,1,1,0,0,0,0,0
20,2,1,2,0,0,0,0,0
15,1,1,1,0,0,0,0,0
20,2,1,2,0,0,0,0,0
36,9,9,2,165,906.16,11.38,10307.52,0
4,1,1,1,4,8,1.5,12,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
45,6,5,6,100,504.44,12.89,6504.61,0
116,17,8,16,260,1548.09,25,38702.28,0
44,7,5,7,80,416.76,10.23,4262.28,0
32,4,1,4,57,274.02,7.88,2157.9,0
26,2,1,2,67,298.78,11.5,3435.99,0
99,19,15,19,312,1872,26.59,49778.18,0
52,10,6,10,174,955.58,17.66,16870.97,0
52,6,1,6,132,682.43,12.25,8359.77,0
5,1,1,1,4,8,1,8,0
93,10,3,10,245,1491.43,14.77,22027.25,0
31,2,1,2,147,787.56,6.33,4983.78,0
4,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,4,8,1,8,0
22,3,1,3,54,237.19,11.33,2688.1,0
2,1,1,1,16,59.21,3.5,207.22,0
2,1,1,1,8,24,2.5,60,0
2,1,1,1,8,24,2.5,60,0
2,1,1,1,18,68.53,3.5,239.86,0
2,1,1,1,12,39.86,2.5,99.66,0
2,1,1,1,12,39.86,2.5,99.66,0
2,1,1,1,12,39.86,2.5,99.66,0
2,1,1,1,18,68.53,3.5,239.86,0
2,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,18,68.53,3.5,239.86,0
2,1,1,1,12,39.86,2.5,99.66,0
2,1,1,1,18,68.53,3.5,239.86,0
2,1,1,1,20,78.14,3.5,273.48,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
25,3,1,3,57,250.36,9.55,2389.82,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,4,8,1.5,12,0
66,9,1,9,179,952.63,17.5,16670.93,0
2,1,1,1,4,8,1.5,12,0
2,1,1,1,5,11.61,2,23.22,0
2,2,1,1,7,19.65,2,39.3,0
5,1,1,1,1,0,0,0,0
28,4,1,1,59,270.51,11.42,3090.09,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
62,10,7,10,134,740.16,17.24,12760.86,0
44,8,7,5,111,613.12,18.06,11072.86,0
44,8,7,5,111,613.12,18.06,11072.86,0
3,1,1,1,5,11.61,1.5,17.41,0
19,2,1,2,45,187.65,6.4,1200.94,0
3,1,1,1,5,11.61,1.5,17.41,0
15,1,1,1,32,133.44,6,800.63,0
24,2,1,2,50,212.4,6.55,1390.23,0
21,3,1,3,84,427.35,4.67,1994.29,0
12,1,1,1,21,82.04,3.94,323.05,0
42,5,3,3,120,642.91,22.89,14713.79,0
5,3,3,1,24,100.08,10.4,1040.81,0
2,1,1,1,16,59.21,3.5,207.22,0
45,11,4,3,306,1735.76,37.74,65511.02,0
2,1,1,1,8,24,2.5,60,0
9,3,3,2,27,108,8.33,900,0
2,1,1,1,8,24,2.5,60,0
2,1,1,1,18,68.53,3.5,239.86,0
2,1,1,1,12,39.86,2.5,99.66,0
2,1,1,1,12,39.86,2.5,99.66,0
20,3,3,2,75,378.33,14.12,5341.12,0
2,1,1,1,12,39.86,2.5,99.66,0
20,3,3,3,52,244.42,15.2,3715.23,0
13,5,5,1,36,150.12,18.2,2732.13,0
15,3,1,1,28,106.61,9.33,994.99,0
28,11,11,10,121,610.37,13.43,8196.42,0
2,1,1,1,18,68.53,3.5,239.86,0
6,1,1,1,27,105.49,6.29,663.06,0
2,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,10,31.7,2.5,79.25,0
2,1,1,1,18,68.53,3.5,239.86,0
76,13,10,7,223,1306.33,21.44,28002.35,0
69,11,10,7,206,1185.51,21.71,25742.43,0
2,1,1,1,12,39.86,2.5,99.66,0
2,1,1,1,18,68.53,3.5,239.86,0
2,1,1,1,20,78.14,3.5,273.48,0
39,1,1,1,135,723.27,16.96,12266.65,0
2,1,1,1,4,8,1.5,12,0
2,2,1,1,7,19.65,2,39.3,0
46,7,1,7,97,480.56,15.47,7433.62,0
5,1,1,1,1,0,0,0,0
36,6,4,6,151,808.99,22.31,18050.6,0
6,1,1,1,9,25.27,1.5,37.9,0
3,1,1,1,5,11.61,1.5,17.41,0
3,1,1,1,5,11.61,1.5,17.41,0
8,2,1,1,21,85.84,7.33,629.47,0
60,17,5,7,319,1891.91,38.92,73638.77,0
70,20,5,6,418,2526.56,41.5,104852.1,0
93,25,5,11,532,3282.4,53.75,176429.01,0
44,13,7,6,187,995.2,49.38,49145.34,0
3,1,1,1,1,0,0,0,0
2,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
2,1,1,1,1,0,0,0,0
3,1,1,1,0,0,0,0,0
31,1,1,1,0,0,0,0,0
6,1,1,1,0,0,0,0,0
34,1,1,1,0,0,0,0,0
21,2,1,2,0,0,0,0,0
45,3,1,3,0,0,0,0,0
6,1,1,1,0,0,0,0,0
27,2,1,2,0,0,0,0,0
48,10,8,4,172,950.05,13.56,12885.09,0
6,1,1,1,0,0,0,0,0
27,3,1,3,58,278.83,9.53,2658.15,0
27,1,1,1,0,0,0,0,0
37,1,1,1,0,0,0,0,0
6,1,1,1,0,0,0,0,0
26,2,1,2,47,218.26,5.91,1289.11,0
15,2,1,2,25,95.18,6.67,634.56,0
6,1,1,1,3,4.75,0.5,2.38,0
4,1,1,1,3,4.75,1,4.75,0
9,1,1,1,8,18.58,0.63,11.61,0
4,1,1,1,3,4.75,1,4.75,0
5,1,1,1,2,2,0.5,1,0
2,1,1,1,0,0,0,0,0
4,1,1,1,3,4.75,1,4.75,0
3,1,1,1,0,0,0,0,0
3,1,1,1,1,0,0,0,0
131,18,1,18,363,2169.75,24.68,53551.34,0
15,1,1,1,0,0,0,0,0
20,2,1,2,0,0,0,0,0
15,2,1,2,25,95.18,6.67,634.56,0
20,2,1,2,0,0,0,0,0
15,1,1,1,0,0,0,0,0
15,2,1,2,25,95.18,6.67,634.56,0
17,2,1,2,0,0,0,0,0
9,1,1,1,0,0,0,0,0
1,1,1,1,4,8,1.5,12,0
15,1,1,1,0,0,0,0,0
15,1,1,1,0,0,0,0,0
19,2,1,2,0,0,0,0,0
1,1,1,1,4,8,1.5,12,0
15,1,1,1,0,0,0,0,0
2,1,1,1,6,15.51,2.5,38.77,0
38,3,1,3,0,0,0,0,0
44,5,3,4,95,487.28,10.05,4894.97,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
4,1,1,1,4,8,1.5,12,0
27,1,1,1,0,0,0,0,0
6,1,1,1,0,0,0,0,0
29,2,1,2,65,301.85,8,2414.81,0
38,1,1,1,0,0,0,0,0
23,2,1,2,68,315.78,8.16,2575.6,0
15,2,1,2,25,95.18,6.67,634.56,0
27,2,1,2,74,351.86,7.75,2726.93,0
26,1,1,1,0,0,0,0,0
24,1,1,1,0,0,0,0,0
6,1,1,1,0,0,0,0,0
23,2,1,2,46,202.05,6,1212.28,0
21,2,1,2,57,257.83,7.71,1989.07,0
15,2,1,2,25,95.18,6.67,634.56,0
26,2,1,2,74,351.86,7.75,2726.93,0
13,1,1,1,0,0,0,0,0
15,2,1,2,25,95.18,6.67,634.56,0
4,1,1,1,5,11.61,1.5,17.41,0
4,1,1,1,5,11.61,1.5,17.41,0
10,1,1,1,12,36,2,72,0
3,1,1,1,1,0,0,0,0
4,1,1,1,6,15.51,2,31.02,0
3,1,1,1,1,0,0,0,0
7,3,1,3,22,78.87,5.6,441.67,0
3,1,1,1,1,0,0,0,0
4,1,1,1,6,15.51,2,31.02,0
3,1,1,1,1,0,0,0,0
7,3,1,3,22,78.87,5.6,441.67,0
3,1,1,1,1,0,0,0,0
3,1,1,1,1,0,0,0,0
59,11,1,11,138,724.21,14.67,10627.05,0
66,6,1,6,153,791,15.83,12518.41,0
26,1,1,1,56,245.97,8,1967.76,0
17,3,3,3,29,116,7.5,870,0
34,9,7,6,83,399.01,16.73,6675.75,0
25,3,1,3,68,326.9,11,3595.9,0
12,1,1,1,17,62.91,4.08,256.87,0
63,7,6,7,144,766.36,18,13794.44,0
17,2,1,2,35,145.95,7.5,1094.61,0
61,7,6,7,144,766.36,18,13794.44,0
16,2,1,2,32,125.02,7.5,937.65,0
19,2,1,2,41,177.2,7,1240.39,0
11,1,1,1,15,49.83,3.75,186.86,0
19,2,1,2,37,159.91,6.5,1039.42,0
19,2,1,2,41,177.2,7,1240.39,0
18,2,1,2,39,165.67,7.22,1196.5,0
39,4,3,4,101,509.48,14.74,7508.18,0
60,10,1,10,137,713.7,14,9991.73,0
17,3,3,3,29,116,7.5,870,0
13,2,1,2,26,98.99,8.1,801.83,0
13,2,1,2,26,98.99,8.1,801.83,0
23,6,4,5,53,243,15.83,3847.55,0
149,25,19,25,401,2432.5,30.36,73847.58,0
25,1,1,1,71,325.53,9.64,3139.06,0
41,5,3,5,102,518.91,10.52,5461.03,0
5,1,1,1,4,8,1,8,0
3,1,1,1,4,8,1,8,0
12,1,1,1,10,31.7,2.4,76.08,0
2,1,1,1,3,4.75,1,4.75,0
2,1,1,1,4,8,1,8,0
37,5,3,5,93,469.13,11.42,5357.94,0
2,1,1,1,3,4.75,1,4.75,0
2,1,1,1,3,4.75,1,4.75,0
8,1,1,1,11,36.54,2.5,91.35,0
32,4,3,4,88,440,9.92,4365.26,0
2,1,1,1,4,8,1,8,0
13,1,1,1,10,31.7,2.4,76.08,0
37,5,3,5,91,455,10.61,4825.39,0
2,1,1,1,4,8,1,8,0
11,1,1,1,9,27,2.5,67.5,0
2,1,1,1,4,8,1,8,0
33,4,3,4,88,440,9.92,4365.26,0
13,1,1,1,10,31.7,2.4,76.08,0
16,3,1,3,32,125.02,9.75,1218.95,0
2,1,1,1,3,4.75,1,4.75,0
4,1,1,1,3,4.75,1,4.75,0
30,1,1,1,94,474.17,5.6,2655.37,0
4,1,1,1,3,4.75,1,4.75,0
6,1,1,1,10,31.7,2.5,79.25,0
6,1,1,1,10,31.7,2.5,79.25,0
62,11,11,11,176,936.66,21.8,20423.25,0
